actorId,name,isFemale,categoryType,voiceAge,languageName,countryName,audioSampleLink
1,Sonia,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/5a031e3a-0ac2-4110-a441-9b35184cda41.mp3
2,Libby,True,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/dc932e1b-0591-483f-85dd-253e84428da7.mp3
3,Ryan,False,Premium,Middle Aged,English (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/fe31c794-cac6-45e7-b5a3-df9ce993d165.mp3
4,Jenny,True,,,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/0c69c677-ca5b-4047-b574-71976eeafb80.mp3
5,Guy,False,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ad185cd6-93f7-48de-a79a-d2c1ba881ff5.mp3
6,Aria,True,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/45d005a3-8596-49ab-8a76-e8ff906d359b.mp3
7,Natasha,True,Premium,Middle Aged,English (Australia),Australia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4a30a2bb-04dd-41a7-8beb-657892772456.mp3
8,William,False,Premium,Middle Aged,English (Australia),Australia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/8e09030f-1c27-4acd-8651-d0ae3ee8055e.mp3
9,Clara,True,Premium,Middle Aged,English (Canada),Canada,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/dd9d26cd-95e3-42d9-aaa4-189a5c2492be.mp3
10,Liam,False,Premium,Middle Aged,English (Canada),Canada,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/3a0bd6a0-feec-4fba-ad40-3854019c3620.mp3
11,Connor,False,,,English (Ireland),Ireland,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/4ffefda0-b4d2-411e-9c05-f15bafaa60b0.mp3
12,Emily,True,Premium,Youth,English (Ireland),Ireland,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/36383820-6395-4ad9-9f97-d2a6e6d867b6.mp3
13,Neerja,True,Premium,Middle Aged,English (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/35009879-cbad-43b7-8686-184ce91fb20a.mp3
14,Prabhat,False,Premium,Elder,English (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/8a365f98-e90b-49ae-aa10-186c249b632f.mp3
15,Antonio,False,Premium,Middle Aged,Portuguese (Brazil),Brazil,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a55e175e-7641-4fb6-a018-7d0a725e87fa.mp3
16,Francisca,True,Premium,Elder,Portuguese (Brazil),Brazil,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/1cda78ba-61a7-41fc-af6e-0af3e614bb83.mp3
17,Dalia,True,Premium,Middle Aged,Spanish (Mexico),Mexico,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cce84806-0c7a-441d-8639-1342354caa7d.mp3
18,Jorge,False,Premium,Middle Aged,Spanish (Mexico),Mexico,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c48bfe5a-4dee-452a-895a-8493a7baab6f.mp3
19,Colette,True,Premium,elder,Dutch (Netherlands),Netherlands,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/af935493-7eaa-44f2-abdc-e9ec8338e493.mp3
20,HiuMaa,True,Premium,youth,"Chinese (Cantonese, Traditional)","Cantonese, Traditional",https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e9af6b05-8d3c-4af7-8ee3-1b22c2b948bd.mp3
21,Gabrijela,True,Premium,elder,Croatian (Croatia),Croatia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/27e7161e-3378-4efd-acf3-d3ce5d82d5af.mp3
22,Pallavi,True,Premium,youth,Tamil (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b3cd06a6-e7f9-434b-bb97-618281d3f05a.mp3
23,Moha,False,Premium,Middle Aged,Telugu (India),India,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e66abf4f-1db3-40a4-919d-0e839e4724f1.mp3
24,Katja,True,Premium,Middle Aged,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/841cbb07-b5c8-4fcd-9b80-a50bf0301691.mp3
25,Sofie,True,Premium,Middle Aged,Swedish (Sweden),Sweden,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/50791195-ec49-46a3-84cc-d996b8530459.mp3
26,Premwadee,True,Premium,Middle Aged,Thai (Thailand),Thailand,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/7dff7239-0069-493a-974e-2e87ad41e96f.mp3
27,Achara,True,Premium,Middle Aged,Thai (Thailand),Thailand,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/192a83ee-8305-474c-9292-231decf04bc0.mp3
28,Niwat,True,Premium,youth,Thai (Thailand),Thailand,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b4c0a87c-2fad-4a10-bc82-769290766b92.mp3
29,Avri,False,Premium,Middle Aged,Hebrew (Israel),Israel,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e29cd6cd-117b-4638-a218-844a0da1bddc.mp3
30,Hila,True,Premium,Middle Aged,Hebrew (Israel),Israel,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/40c2b422-a058-4d58-8f02-a0f157a1b9c7.mp3
31,Osma,False,Premium,Middle Aged,Malay (Malaysia),Malaysia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b682b279-5631-4cda-a61f-97308d1ac61f.mp3
32,Yasmi,True,Premium,Middle Aged,Malay (Malaysia),Malaysia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/92da2591-02ad-4c42-b30b-1dd762f496f6.mp3
33,Salma,True,Premium,Middle Aged,Arabic (Egypt),Egypt,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ff978db7-c23f-44ab-bc73-a1a1a4f09444.mp3
34,Shakir,False,Premium,Middle Aged,Arabic (Egypt),Egypt,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/12e7c5be-f3c6-4914-a4b7-f112fbb35190.mp3
35,Hamed,False,,,Arabic (Saudi Arabia),Saudi Arabia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/da4a6984-bf59-40c2-89e6-905a0bc3cf3b.mp3
36,Zariyah,True,Premium,Middle Aged,Arabic (Saudi Arabia),Saudi Arabia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/9d977b68-8ae2-47d1-a3b8-5091841f5706.mp3
37,Borislav,False,Premium,youth,Bulgarian (Bulgaria),Bulgaria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/40b3f567-d56e-42d0-a593-64041765214d.mp3
38,Kalina,True,Premium,Middle Aged,Bulgarian (Bulgaria),Bulgaria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c5dc642f-bd8d-42f9-9c66-01a5a40ba599.mp3
39,Joana,True,Premium,youth,Catalan (Spain),Spain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ddd0c413-d685-4590-9e38-5a7e73b5b1eb.mp3
40,Alba  ,True,Premium,elder,Catalan (Spain),Spain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/758bf63f-ad9a-43da-8c9a-a7f10130de64.mp3
41,Enric,False,Premium,elder,Catalan (Spain),Spain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/053ae647-e611-49a7-8717-8f5b44a071f7.mp3
42,Antoni,False,Premium,Middle Aged,Czech (Czechia),Czechia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/576128e7-f6c0-4149-9c1f-dc523d93cd9e.mp3
43,Vlasta,True,Premium,elder,Czech (Czechia),Czechia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/dc0c0362-e425-4645-b50e-1ae7ecca5208.mp3
44,Aled,False,Premium,Middle Aged,Welsh (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/f8e4e3f1-8168-4440-aabc-e3e36355349d.mp3
45,Nia,True,Premium,elder,Welsh (United Kingdom),United Kingdom,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/053ad6d9-cb49-4af0-9092-2a89b7f15252.mp3
46,Christel,True,Premium,Middle Aged,Danish (Denmark),Denmark,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/3e81cd0b-cd9c-4ce3-9c64-01c6bbfa9205.mp3
47,Jeppe,False,Premium,Middle Aged,Danish (Denmark),Denmark,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/a61483d7-e859-4f95-aff3-63fa3a54adce.mp3
48,Ingrid,True,,,German (Austria),Austria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b77aedb1-a15b-48e0-8cc1-2b06af6c2d58.mp3
49,Jonas,False,Premium,Middle Aged,German (Austria),Austria,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/76a952e4-5756-4b80-9cef-93e270687fb6.mp3
50,Ja,False,Premium,youth,German (Switzerland),Switzerland,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/2766b19c-d225-486d-8cd0-abd5f76cc90a.mp3
51,Leni,True,Premium,youth,German (Switzerland),Switzerland,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e0c78fbf-aa88-4a71-8749-7d4d9900a8f9.mp3
52,Conrad,False,Premium,youth,German (Germany),Germany,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/f2aebae8-3eff-4378-b0ca-b8871ff6b623.mp3
53,Athina,True,Premium,Middle Aged,Greek (Greece),Greece,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/3395d35d-39cf-471e-bd4a-d4df99dfd12a.mp3
54,Nestoras,False,Premium,Middle Aged,Greek (Greece),Greece,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/5bcc87f5-a1c0-44d0-8956-aa8105563493.mp3
55,Sam,False,Premium,Middle Aged,English (Hong Kong SAR),Hong Kong SAR,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/edfc0b95-fa8c-4ac0-ac12-df36d7c28b7f.mp3
56,ya,True,Premium,Middle Aged,English (Hong Kong SAR),Hong Kong SAR,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c69849c8-58ab-4ec7-b5b9-af0e6058f814.mp3
57,Mitchell,False,Premium,Middle Aged,English (New Zealand),New Zealand,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/20e7b591-6401-46c2-87b1-efb49a2523fe.mp3
58,Molly,True,Premium,Middle Aged,English (New Zealand),New Zealand,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/acdb18a0-79cb-4930-b1f7-67b2b4ab0bd0.mp3
59,James,False,Premium,youth,English (Philippines),Philippines,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/e1aa07ce-5d5b-41c4-b038-ee4a52b6b154.mp3
60,Rosa,True,Premium,youth,English (Philippines),Philippines,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c366e2c4-5ffa-443a-9e7b-33e398fc3a52.mp3
61,Luna,True,Premium,Middle Aged,English (Singapore),Singapore,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/0e1dfa9d-fbcb-45ac-aac7-e564b9534469.mp3
62,Wayne,False,Premium,Middle Aged,English (Singapore),Singapore,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b1a2ad40-7042-44cc-8f6a-9ee167c41503.mp3
63,Jenny Multilingual,True,,,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/cfda5fcc-4ac6-44b3-bd35-e30e36b8378a.mp3
64,Amber,True,Premium,youth,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/c7962d7d-f964-4bb8-99c7-5b0b6d15440c.mp3
65,Ana,True,Premium,youth,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/2864954d-8a7c-4c5e-a809-aade26d3199d.mp3
66,Ashley,True,Premium,youth,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/41dc86f5-bae9-4979-99d3-b12c5755f723.mp3
67,Brando,False,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/ce39994e-2953-4870-ae7e-0acd52d278f7.mp3
68,Christopher,False,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/957716dd-39ff-473c-a3a2-9961bbc44e49.mp3
69,Cora,True,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/2e825a56-7db9-4c65-b47b-f390e42e5624.mp3
70,Elizabeth,True,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/7c656ad2-0235-4643-855e-3aeccd8c409d.mp3
71,Eric,False,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/92be9802-6d4f-40fa-8357-81b669615bf6.mp3
72,Jacob,False,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/30bb6ba1-821f-4129-9d58-2d2fce746518.mp3
73,Michelle,True,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/8e7e6965-9bcd-4665-bcb8-4a7e274f8b49.mp3
74,Monica,True,Premium,Middle Aged,English (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/f806b1cd-96aa-4988-992e-6476c280147d.mp3
75,Leah,True,Premium,Middle Aged,English (South Africa),South Africa,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/23a1ca64-839a-441c-a5a9-df9cae6f39c7.mp3
76,Luke,False,Premium,Middle Aged,English (South Africa),South Africa,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/816cd4b2-ec66-420f-9d1e-e306cbcc9aa9.mp3
77,Elena ,True,Premium,Middle Aged,Spanish (Argentina),Argentina,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/5498297c-705e-49c0-aa61-92daa691527c.mp3
78,Tomas,False,Premium,Middle Aged,Spanish (Argentina),Argentina,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/6e907f23-f218-498a-b4f4-1e8726787106.mp3
79,Gonzalo,False,Premium,Middle Aged,Spanish (Colombia),Colombia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/7d9dce09-37df-4022-bad4-bb6f9cd4d629.mp3
80,Salome,True,Premium,Middle Aged,Spanish (Colombia),Colombia,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/51a1ce0b-e7f7-48fb-ab89-244944eb8357.mp3
81,Alvaro,False,Premium,Middle Aged,Spanish (Spain),Spain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/0c8c6347-2c20-4f13-b8bb-be597c67d9c6.mp3
82,Elvira,True,Premium,Middle Aged,Spanish (Spain),Spain,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/b30fcd90-abb5-42e2-a7d7-4474b9936fc0.mp3
83,Alonso,False,Premium,Middle Aged,Spanish (United States),United States,https://d9f35555a8b3e9044c8d-95c21efaab8093d23d4124e599a618ee.ssl.cf5.rackcdn.com/synthesys-v2/VoiceActorSamples/06822f65-035b-4d1f-b194-fe3257029cd0.mp3
